GSE,CUI,SAB,CODE,STR
GSE19123-GPL570,C0001125,MSH,D000140,Acidosis, Lactic
GSE19123-GPL8321,C0001125,MSH,D000140,Acidosis, Lactic
GSE19124,C0012979,MSH,D004283,Dog Diseases
GSE19124,C0035334,MSH,D012174,Retinitis Pigmentosa
GSE19126,C0018482,MSH,D006192,Haemophilus Infections
GSE19126,C0024115,MSH,D008171,Lung Diseases
GSE19130,C0022672,MSH,D007683,Kidney Tubular Necrosis, Acute
GSE19139,C0004153,ICD9CM,440,Atherosclerosis
GSE19139,C0004153,MSH,D050197,Atherosclerosis
GSE19147,C0023434,ICD9CM,204.1,Lymphoid leukemia, chronic
GSE19148,C0004610,ICD9CM,790.7,Bacteremia
GSE19148,C0004610,MSH,D016470,Bacteremia
GSE19148,C0004626,ICD9CM,482.9,Bacterial pneumonia NOS
GSE19148,C0004626,ICD9CM,482.9,Bacterial pneumonia, unspecified
GSE19148,C0004626,MSH,D018410,Pneumonia, Bacterial
GSE19148,C0041327,ICD9CM,011,Pulmonary tuberculosis
GSE19148,C0041327,ICD9CM,011.9,Unspecified pulmonary tuberculosis
GSE19148,C0041327,ICD9CM,011.90,Pulmonary TB NOS-unspec
GSE19148,C0041327,ICD9CM,011.90,Pulmonary tuberculosis, unspecified, unspecified
GSE19148,C0041327,MSH,D014397,Tuberculosis, Pulmonary
GSE19163,C0009373,MSH,D003108,Colonic Diseases
GSE19168,C0025958,ICD9CM,742.1,Microcephalus
GSE19174,C0036118,MSH,D012481,Salmonella Infections, Animal
GSE19179-GPL6102,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE19179-GPL6102,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE19179-GPL6568,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE19179-GPL6568,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE1918,C0020179,ICD9CM,333.4,Huntington's chorea
GSE1918,C0020179,MSH,D006816,Huntington Disease
GSE19182,C0004096,ICD9CM,493,Asthma
GSE19182,C0004096,ICD9CM,493.9,Asthma, unspecified
GSE19182,C0004096,MSH,D001249,Asthma
GSE19182,C0035457,MSH,D012221,Rhinitis, Allergic, Perennial
GSE19185,C0020456,MSH,D006943,Hyperglycemia
GSE19185,C0020459,MSH,D006946,Hyperinsulinism
GSE19187,C0004096,ICD9CM,493,Asthma
GSE19187,C0004096,ICD9CM,493.9,Asthma, unspecified
GSE19187,C0004096,MSH,D001249,Asthma
GSE19187,C0035457,MSH,D012221,Rhinitis, Allergic, Perennial
GSE19189,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE1919,C0003873,ICD9CM,714.0,Rheumatoid arthritis
GSE1919,C0003873,MSH,D001172,Arthritis, Rheumatoid
GSE19190,C0004096,ICD9CM,493,Asthma
GSE19190,C0004096,ICD9CM,493.9,Asthma, unspecified
GSE19190,C0004096,MSH,D001249,Asthma
GSE19190,C0035457,MSH,D012221,Rhinitis, Allergic, Perennial
GSE19193,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19194,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE19195-GPL4999,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19195-GPL6985,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19205,C0005859,MSH,D001816,Bloom Syndrome
GSE19205,C0043119,MSH,D014898,Werner Syndrome
GSE19206,C0036117,ICD9CM,003.9,Salmonella infection NOS
GSE19206,C0036117,ICD9CM,003.9,Salmonella infection, unspecified
GSE19206,C0036117,MSH,D012480,Salmonella Infections
GSE19207,C0007786,MSH,D002545,Brain Ischemia
GSE19207,C0030569,ICD9CM,332.1,Secondary parkinsonism
GSE19207,C0030569,MSH,D010302,Parkinson Disease, Secondary
GSE19207,C0161398,ICD9CM,950.0,Optic nerve injury
GSE19210,C0018800,ICD9CM,429.3,Cardiomegaly
GSE19210,C0020538,ICD9CM,401-405.99,HYPERTENSIVE DISEASE
GSE19210,C0020538,ICD9CM,997.91,Complications affecting other specified body systems, not elsewhere classified, hypertension
GSE19210,C0020538,ICD9CM,997.91,Surg comp - hypertension
GSE19210,C0020538,MSH,D006973,Hypertension
GSE19210,C1135191,ICD9CM,428.2,Systolic heart failure
GSE19210,C1135191,ICD9CM,428.20,Systolic heart failure, unspecified
GSE19210,C1135191,ICD9CM,428.20,Systolic hrt failure NOS
GSE19210,C1135191,MSH,D054143,Heart Failure, Systolic
GSE19223,C0004096,ICD9CM,493,Asthma
GSE19223,C0004096,ICD9CM,493.9,Asthma, unspecified
GSE19223,C0004096,MSH,D001249,Asthma
GSE19223,C0085129,MSH,D016535,Bronchial Hyperreactivity
GSE19224,C0026769,ICD9CM,340,Multiple sclerosis
GSE19224,C0026769,MSH,D009103,Multiple Sclerosis
GSE1923,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE1923,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE19238,C0028754,ICD9CM,278.00,Obesity NOS
GSE19238,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE19238,C0028754,MSH,D009765,Obesity
GSE19239,C0032080,MSH,D010935,Plant Diseases
GSE1924-GPL1676,C0032080,MSH,D010935,Plant Diseases
GSE1924-GPL775,C0032080,MSH,D010935,Plant Diseases
GSE19240,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19243-GPL570,C0334634,ICD9CM,200.4,Mantle cell lymphoma
GSE19243-GPL571,C0334634,ICD9CM,200.4,Mantle cell lymphoma
GSE19243-GPL6604,C0334634,ICD9CM,200.4,Mantle cell lymphoma
GSE19246,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19249-GPL570,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19249-GPL571,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19251,C0011860,MSH,D003924,Diabetes Mellitus, Type 2
GSE19251,C0011881,ICD9CM,250.4,Diabetes with renal manifestations
GSE19251,C0011881,MSH,D003928,Diabetic Nephropathies
GSE19285-GPL9741,C0026769,ICD9CM,340,Multiple sclerosis
GSE19285-GPL9741,C0026769,MSH,D009103,Multiple Sclerosis
GSE19285-GPL9742,C0026769,ICD9CM,340,Multiple sclerosis
GSE19285-GPL9742,C0026769,MSH,D009103,Multiple Sclerosis
GSE19286,C0004153,ICD9CM,440,Atherosclerosis
GSE19286,C0004153,MSH,D050197,Atherosclerosis
GSE19286,C1956346,MSH,D003324,Coronary Artery Disease
GSE19301,C0004096,ICD9CM,493,Asthma
GSE19301,C0004096,ICD9CM,493.9,Asthma, unspecified
GSE19301,C0004096,MSH,D001249,Asthma
GSE19308,C0014347,MSH,D004756,Enterobacteriaceae Infections
GSE19308,C0025289,ICD9CM,322,Meningitis of unspecified cause
GSE19308,C0025289,ICD9CM,322.9,Meningitis NOS
GSE19308,C0025289,ICD9CM,322.9,Meningitis, unspecified
GSE19308,C0025289,MSH,D008581,Meningitis
GSE19314,C0036205,MSH,D017565,Sarcoidosis, Pulmonary
GSE19314,C0041327,ICD9CM,011,Pulmonary tuberculosis
GSE19314,C0041327,ICD9CM,011.9,Unspecified pulmonary tuberculosis
GSE19314,C0041327,ICD9CM,011.90,Pulmonary TB NOS-unspec
GSE19314,C0041327,ICD9CM,011.90,Pulmonary tuberculosis, unspecified, unspecified
GSE19314,C0041327,MSH,D014397,Tuberculosis, Pulmonary
GSE1932-GPL1344,C0020544,MSH,D006977,Hypertension, Renal
GSE1932-GPL1692,C0020544,MSH,D006977,Hypertension, Renal
GSE1932-GPL1693,C0020544,MSH,D006977,Hypertension, Renal
GSE19320,C0013867,ICD9CM,95.21,Electroretinogram
GSE19320,C0013867,ICD9CM,95.21,Electroretinogram [ERG]
GSE19322,C0027051,MSH,D009203,Myocardial Infarction
GSE19332,C0002736,ICD9CM,335.20,Amyotrophic lateral sclerosis
GSE19332,C0002736,ICD9CM,335.20,Amyotrophic sclerosis
GSE19332,C0002736,MSH,D000690,Amyotrophic Lateral Sclerosis
GSE19332,C0524851,MSH,D019636,Neurodegenerative Diseases
GSE19334-GPL9753,C0374997,ICD9CM,041.86,Helicobacter pylori
GSE19334-GPL9754,C0374997,ICD9CM,041.86,Helicobacter pylori
GSE19342,C0020538,ICD9CM,401-405.99,HYPERTENSIVE DISEASE
GSE19342,C0020538,ICD9CM,997.91,Complications affecting other specified body systems, not elsewhere classified, hypertension
GSE19342,C0020538,ICD9CM,997.91,Surg comp - hypertension
GSE19342,C0020538,MSH,D006973,Hypertension
GSE19345,C0010823,ICD9CM,078.5,Cytomegaloviral disease
GSE19345,C0010823,MSH,D003586,Cytomegalovirus Infections
GSE1935,C0035222,MSH,D012128,Respiratory Distress Syndrome, Adult
GSE19358,C0374994,ICD9CM,041.83,Clostridium perfringens
GSE19359,C0374994,ICD9CM,041.83,Clostridium perfringens
GSE1936-GPL75,C0028754,ICD9CM,278.00,Obesity NOS
GSE1936-GPL75,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE1936-GPL75,C0028754,MSH,D009765,Obesity
GSE1936-GPL76,C0028754,ICD9CM,278.00,Obesity NOS
GSE1936-GPL76,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE1936-GPL76,C0028754,MSH,D009765,Obesity
GSE19362,C0004096,ICD9CM,493,Asthma
GSE19362,C0004096,ICD9CM,493.9,Asthma, unspecified
GSE19362,C0004096,MSH,D001249,Asthma
GSE19366,C0008679,MSH,D002908,Chronic Disease
GSE19366,C0022658,MSH,D007674,Kidney Diseases
GSE19366,C0022671,ICD9CM,55.6,Transplant of kidney
GSE19367,C0008679,MSH,D002908,Chronic Disease
GSE19374,C0023860,ICD9CM,027.0,Listeriosis
GSE19374,C0023860,MSH,D008088,Listeriosis
GSE19380,C0006111,ICD9CM,348.9,Brain condition NOS
GSE19380,C0006111,ICD9CM,348.9,Unspecified condition of brain
GSE19380,C0006111,MSH,D001927,Brain Diseases
GSE19391,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE19391,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE19399,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19400,C0038160,MSH,D013203,Staphylococcal Infections
GSE19401,C0042842,ICD9CM,264,Vitamin A deficiency
GSE19401,C0042842,ICD9CM,264.9,Unspecified vitamin A deficiency
GSE19401,C0042842,ICD9CM,264.9,Vitamin A deficiency NOS
GSE19401,C0042842,MSH,D014802,Vitamin A Deficiency
GSE19403,C0011303,MSH,D003711,Demyelinating Diseases
GSE19403,C0026769,ICD9CM,340,Multiple sclerosis
GSE19403,C0026769,MSH,D009103,Multiple Sclerosis
GSE19403,C0752308,MSH,D020925,Hypoxia-Ischemia, Brain
GSE19404,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE19404,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE19407,C0024117,MSH,D029424,Pulmonary Disease, Chronic Obstructive
GSE19415,C0013570,ICD9CM,051.2,Contagious pustular derm
GSE19415,C0013570,ICD9CM,051.2,Contagious pustular dermatitis
GSE19415,C0013570,MSH,D004474,Ecthyma, Contagious
GSE19419,C0013423,ICD9CM,333.6,Genetic torsion dystonia
GSE19419,C0013423,MSH,D004422,Dystonia Musculorum Deformans
GSE19420,C0011860,MSH,D003924,Diabetes Mellitus, Type 2
GSE19420,C0162670,MSH,D017240,Mitochondrial Myopathies
GSE19420,C0362046,MSH,D011236,Prediabetic State
GSE19422,C0019562,MSH,D006623,von Hippel-Lindau Disease
GSE19422,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19429,C0026986,ICD9CM,238.75,Myelodysplastic synd NOS
GSE19429,C0026986,ICD9CM,238.75,Myelodysplastic syndrome, unspecified
GSE19429,C0041107,MSH,D014314,Trisomy
GSE19431,C0010674,ICD9CM,277.0,Cystic fibrosis
GSE19431,C0010674,MSH,D003550,Cystic Fibrosis
GSE19433,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE19433,C0041296,MSH,D014376,Tuberculosis
GSE19435,C0024141,ICD9CM,710.0,Syst lupus erythematosus
GSE19435,C0024141,ICD9CM,710.0,Systemic lupus erythematosus
GSE19435,C0024141,MSH,D008180,Lupus Erythematosus, Systemic
GSE19435,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE19435,C0041296,MSH,D014376,Tuberculosis
GSE19435,C0041327,ICD9CM,011,Pulmonary tuberculosis
GSE19435,C0041327,ICD9CM,011.9,Unspecified pulmonary tuberculosis
GSE19435,C0041327,ICD9CM,011.90,Pulmonary TB NOS-unspec
GSE19435,C0041327,ICD9CM,011.90,Pulmonary tuberculosis, unspecified, unspecified
GSE19435,C0041327,MSH,D014397,Tuberculosis, Pulmonary
GSE19435,C1609538,MSH,D055985,Latent Tuberculosis
GSE19439,C0024141,ICD9CM,710.0,Syst lupus erythematosus
GSE19439,C0024141,ICD9CM,710.0,Systemic lupus erythematosus
GSE19439,C0024141,MSH,D008180,Lupus Erythematosus, Systemic
GSE19439,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE19439,C0041296,MSH,D014376,Tuberculosis
GSE19439,C0041327,ICD9CM,011,Pulmonary tuberculosis
GSE19439,C0041327,ICD9CM,011.9,Unspecified pulmonary tuberculosis
GSE19439,C0041327,ICD9CM,011.90,Pulmonary TB NOS-unspec
GSE19439,C0041327,ICD9CM,011.90,Pulmonary tuberculosis, unspecified, unspecified
GSE19439,C0041327,MSH,D014397,Tuberculosis, Pulmonary
GSE19439,C1609538,MSH,D055985,Latent Tuberculosis
GSE19442,C0024141,ICD9CM,710.0,Syst lupus erythematosus
GSE19442,C0024141,ICD9CM,710.0,Systemic lupus erythematosus
GSE19442,C0024141,MSH,D008180,Lupus Erythematosus, Systemic
GSE19442,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE19442,C0041296,MSH,D014376,Tuberculosis
GSE19442,C0041327,ICD9CM,011,Pulmonary tuberculosis
GSE19442,C0041327,ICD9CM,011.9,Unspecified pulmonary tuberculosis
GSE19442,C0041327,ICD9CM,011.90,Pulmonary TB NOS-unspec
GSE19442,C0041327,ICD9CM,011.90,Pulmonary tuberculosis, unspecified, unspecified
GSE19442,C0041327,MSH,D014397,Tuberculosis, Pulmonary
GSE19442,C1609538,MSH,D055985,Latent Tuberculosis
GSE19443,C0024141,ICD9CM,710.0,Syst lupus erythematosus
GSE19443,C0024141,ICD9CM,710.0,Systemic lupus erythematosus
GSE19443,C0024141,MSH,D008180,Lupus Erythematosus, Systemic
GSE19443,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE19443,C0041296,MSH,D014376,Tuberculosis
GSE19443,C0041327,ICD9CM,011,Pulmonary tuberculosis
GSE19443,C0041327,ICD9CM,011.9,Unspecified pulmonary tuberculosis
GSE19443,C0041327,ICD9CM,011.90,Pulmonary TB NOS-unspec
GSE19443,C0041327,ICD9CM,011.90,Pulmonary tuberculosis, unspecified, unspecified
GSE19443,C0041327,MSH,D014397,Tuberculosis, Pulmonary
GSE19443,C1609538,MSH,D055985,Latent Tuberculosis
GSE19444,C0024141,ICD9CM,710.0,Syst lupus erythematosus
GSE19444,C0024141,ICD9CM,710.0,Systemic lupus erythematosus
GSE19444,C0024141,MSH,D008180,Lupus Erythematosus, Systemic
GSE19444,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE19444,C0041296,MSH,D014376,Tuberculosis
GSE19444,C0041327,ICD9CM,011,Pulmonary tuberculosis
GSE19444,C0041327,ICD9CM,011.9,Unspecified pulmonary tuberculosis
GSE19444,C0041327,ICD9CM,011.90,Pulmonary TB NOS-unspec
GSE19444,C0041327,ICD9CM,011.90,Pulmonary tuberculosis, unspecified, unspecified
GSE19444,C0041327,MSH,D014397,Tuberculosis, Pulmonary
GSE19444,C1609538,MSH,D055985,Latent Tuberculosis
GSE19452,C0026848,ICD9CM,359.9,Myopathy NOS
GSE19452,C0026848,ICD9CM,359.9,Myopathy, unspecified
GSE19452,C0026848,MSH,D009135,Muscular Diseases
GSE19456,C0376538,MSH,D019318,Porcine Reproductive and Respiratory Syndrome
GSE19457,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19458,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19459,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE1946,C0008412,MSH,D002796,Choline Deficiency
GSE19460,C0085413,ICD9CM,753.13,Polycyst kid-autosom dom
GSE19460,C0085413,ICD9CM,753.13,Polycystic kidney, autosomal dominant
GSE19460,C0085413,MSH,D016891,Polycystic Kidney, Autosomal Dominant
GSE19468,C0024535,ICD9CM,084.0,Falciparum malaria
GSE19468,C0024535,ICD9CM,084.0,Falciparum malaria [malignant tertian]
GSE19468,C0024535,MSH,D016778,Malaria, Falciparum
GSE1947,C0031117,ICD9CM,350-359.99,DISORDERS OF THE PERIPHERAL NERVOUS SYSTEM
GSE1947,C0031117,MSH,D010523,Peripheral Nervous System Diseases
GSE19491,C0024141,ICD9CM,710.0,Syst lupus erythematosus
GSE19491,C0024141,ICD9CM,710.0,Systemic lupus erythematosus
GSE19491,C0024141,MSH,D008180,Lupus Erythematosus, Systemic
GSE19491,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE19491,C0041296,MSH,D014376,Tuberculosis
GSE19491,C0041327,ICD9CM,011,Pulmonary tuberculosis
GSE19491,C0041327,ICD9CM,011.9,Unspecified pulmonary tuberculosis
GSE19491,C0041327,ICD9CM,011.90,Pulmonary TB NOS-unspec
GSE19491,C0041327,ICD9CM,011.90,Pulmonary tuberculosis, unspecified, unspecified
GSE19491,C0041327,MSH,D014397,Tuberculosis, Pulmonary
GSE19491,C1609538,MSH,D055985,Latent Tuberculosis
GSE19494,C0028754,ICD9CM,278.00,Obesity NOS
GSE19494,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE19494,C0028754,MSH,D009765,Obesity
GSE19494,C0043096,ICD9CM,783.21,Abnormal loss of weight
GSE19494,C0043096,ICD9CM,783.21,Loss of weight
GSE19496,C0010246,MSH,D003384,Coxsackievirus Infections
GSE19496,C0027059,ICD9CM,429.0,Myocarditis NOS
GSE19496,C0027059,ICD9CM,429.0,Myocarditis, unspecified
GSE19496,C0027059,MSH,D009205,Myocarditis
GSE19499,C0041107,MSH,D014314,Trisomy
GSE19503,C1135869,MSH,D031941,Hemorrhagic Septicemia, Viral
GSE19506,C0009319,MSH,D003092,Colitis
GSE19515,C0018203,MSH,D006105,Granulomatous Disease, Chronic
GSE19515,C0026986,ICD9CM,238.75,Myelodysplastic synd NOS
GSE19515,C0026986,ICD9CM,238.75,Myelodysplastic syndrome, unspecified
GSE19518,C0015695,MSH,D005234,Fatty Liver
GSE19523-GPL2004,C0018203,MSH,D006105,Granulomatous Disease, Chronic
GSE19523-GPL2004,C0026986,ICD9CM,238.75,Myelodysplastic synd NOS
GSE19523-GPL2004,C0026986,ICD9CM,238.75,Myelodysplastic syndrome, unspecified
GSE19523-GPL2005,C0018203,MSH,D006105,Granulomatous Disease, Chronic
GSE19523-GPL2005,C0026986,ICD9CM,238.75,Myelodysplastic synd NOS
GSE19523-GPL2005,C0026986,ICD9CM,238.75,Myelodysplastic syndrome, unspecified
GSE19525,C0036329,ICD9CM,120.2,Schistosoma japonicum
GSE19525,C0036329,ICD9CM,120.2,Schistosomiasis due to schistosoma japonicum
GSE19525,C0036329,MSH,D012554,Schistosomiasis japonica
GSE19529,C0004763,ICD9CM,530.85,Barrett's esophagus
GSE19529,C0004763,MSH,D001471,Barrett Esophagus
GSE19529,C0012243,ICD9CM,239.0,Digestive neoplasm NOS
GSE19529,C0012243,ICD9CM,239.0,Neoplasm of unspecified nature of digestive system
GSE19531,C0026848,ICD9CM,359.9,Myopathy NOS
GSE19531,C0026848,ICD9CM,359.9,Myopathy, unspecified
GSE19531,C0026848,MSH,D009135,Muscular Diseases
GSE19532-GPL339,C0021364,ICD9CM,606,Infertility, male
GSE19532-GPL339,C0021364,ICD9CM,606.9,Male infertility NOS
GSE19532-GPL339,C0021364,ICD9CM,606.9,Male infertility, unspecified
GSE19532-GPL339,C0021364,MSH,D007248,Infertility, Male
GSE19532-GPL340,C0021364,ICD9CM,606,Infertility, male
GSE19532-GPL340,C0021364,ICD9CM,606.9,Male infertility NOS
GSE19532-GPL340,C0021364,ICD9CM,606.9,Male infertility, unspecified
GSE19532-GPL340,C0021364,MSH,D007248,Infertility, Male
GSE19537,C0011854,MSH,D003922,Diabetes Mellitus, Type 1
GSE19538,C0026848,ICD9CM,359.9,Myopathy NOS
GSE19538,C0026848,ICD9CM,359.9,Myopathy, unspecified
GSE19538,C0026848,MSH,D009135,Muscular Diseases
GSE19554,C0026764,ICD9CM,203.0,Multiple myeloma
GSE19558,C0025229,ICD9CM,025,Melioidosis
GSE19558,C0025229,MSH,D008554,Melioidosis
GSE19559,C0032080,MSH,D010935,Plant Diseases
GSE19561,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19563,C0034069,MSH,D011658,Pulmonary Fibrosis
GSE19563,C0037116,ICD9CM,502,Pneumoconiosis due to other silica or silicates
GSE19563,C0037116,ICD9CM,502,Silica pneumocon NEC
GSE19563,C0037116,MSH,D012829,Silicosis
GSE19565,C0006840,ICD9CM,112,Candidiasis
GSE19565,C0006840,ICD9CM,112.9,Candidiasis of unspecified site
GSE19565,C0006840,ICD9CM,112.9,Candidiasis site NOS
GSE19565,C0006840,MSH,D002177,Candidiasis
GSE19566,C0007099,ICD9CM,230-234.99,CARCINOMA IN SITU
GSE19566,C0007099,ICD9CM,234.9,Ca in situ NOS
GSE19566,C0007099,ICD9CM,234.9,Carcinoma in situ, site unspecified
GSE1957,C0018801,ICD9CM,428,Heart failure
GSE1957,C0018801,ICD9CM,428.9,Heart failure NOS
GSE1957,C0018801,ICD9CM,428.9,Heart failure, unspecified
GSE1957,C0018801,MSH,D006333,Heart Failure
GSE1957,C0027051,MSH,D009203,Myocardial Infarction
GSE19574,C0007099,ICD9CM,230-234.99,CARCINOMA IN SITU
GSE19574,C0007099,ICD9CM,234.9,Ca in situ NOS
GSE19574,C0007099,ICD9CM,234.9,Carcinoma in situ, site unspecified
GSE19575,C0007099,ICD9CM,230-234.99,CARCINOMA IN SITU
GSE19575,C0007099,ICD9CM,234.9,Ca in situ NOS
GSE19575,C0007099,ICD9CM,234.9,Carcinoma in situ, site unspecified
GSE19576,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19577,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE19578-GPL3718,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE19578-GPL3718,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE19578-GPL3720,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE19578-GPL3720,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE19578-GPL570,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE19578-GPL570,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE19580,C0016627,MSH,D005585,Influenza in Birds
GSE19580,C0021400,ICD9CM,487,Influenza
GSE19580,C0021400,MSH,D007251,Influenza, Human
GSE19582,C0006840,ICD9CM,112,Candidiasis
GSE19582,C0006840,ICD9CM,112.9,Candidiasis of unspecified site
GSE19582,C0006840,ICD9CM,112.9,Candidiasis site NOS
GSE19582,C0006840,MSH,D002177,Candidiasis
GSE19583-GPL6822,C0006840,ICD9CM,112,Candidiasis
GSE19583-GPL6822,C0006840,ICD9CM,112.9,Candidiasis of unspecified site
GSE19583-GPL6822,C0006840,ICD9CM,112.9,Candidiasis site NOS
GSE19583-GPL6822,C0006840,MSH,D002177,Candidiasis
GSE19583-GPL9818,C0006840,ICD9CM,112,Candidiasis
GSE19583-GPL9818,C0006840,ICD9CM,112.9,Candidiasis of unspecified site
GSE19583-GPL9818,C0006840,ICD9CM,112.9,Candidiasis site NOS
GSE19583-GPL9818,C0006840,MSH,D002177,Candidiasis
GSE19585,C0026848,ICD9CM,359.9,Myopathy NOS
GSE19585,C0026848,ICD9CM,359.9,Myopathy, unspecified
GSE19585,C0026848,MSH,D009135,Muscular Diseases
GSE19587,C0030567,ICD9CM,332,Parkinson's disease
GSE19587,C0030567,ICD9CM,332.0,Paralysis agitans
GSE19587,C0030567,MSH,D010300,Parkinson Disease
GSE19598,C0003756,MSH,D001117,Arenaviridae Infections
GSE19599,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE19600,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19605,C0018482,MSH,D006192,Haemophilus Infections
GSE19605,C0024117,MSH,D029424,Pulmonary Disease, Chronic Obstructive
GSE19605,C0032285,MSH,D011014,Pneumonia
GSE1961,C0018799,ICD9CM,429.9,Heart disease NOS
GSE1961,C0018799,ICD9CM,429.9,Heart disease, unspecified
GSE1961,C0018799,MSH,D006331,Heart Diseases
GSE19610,C0026986,ICD9CM,238.75,Myelodysplastic synd NOS
GSE19610,C0026986,ICD9CM,238.75,Myelodysplastic syndrome, unspecified
GSE19612-GPL3718,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE19612-GPL3718,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE19612-GPL3720,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE19612-GPL3720,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE19612-GPL6480,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE19612-GPL6480,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE19612-GPL6848,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE19612-GPL6848,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE19612-GPL9128,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE19612-GPL9128,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE19616,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE19617,C0020542,MSH,D006976,Hypertension, Pulmonary
GSE19617,C0036421,ICD9CM,710.1,Systemic sclerosis
GSE19617,C0036421,MSH,D012595,Scleroderma, Systemic
GSE1962,C0007959,ICD9CM,356.1,Peroneal muscle atrophy
GSE1962,C0007959,ICD9CM,356.1,Peroneal muscular atrophy
GSE1962,C0007959,MSH,D002607,Charcot-Marie-Tooth Disease
GSE19621,C0010674,ICD9CM,277.0,Cystic fibrosis
GSE19621,C0010674,MSH,D003550,Cystic Fibrosis
GSE19621,C0021831,ICD9CM,569.9,Intestinal disorder NOS
